Game,Genre,metascore,userscore,id
Sublevel Zero,Simulation,71.0,71.0,3124
Submerged,Action Adventure,53.333333333333336,55.333333333333336,3125
Subnautica,Adventure,82.66666666666667,81.0,3126
Subsurface Circular,Adventure,79.0,77.0,3127
Sudden Strike 4,Strategy,66.5,73.0,3128
Suicide Guy,Action Adventure,55.0,67.0,3129
Sumioni: Demon Arts,Role-Playing,57.0,58.0,3130
Summon Night 6: Lost Borders,Role-Playing,71.0,67.0,3131
Sundered,Action Adventure,72.0,73.5,3132
Sundered: Eldritch Edition,Action Adventure,76.0,78.0,3133
Sunless Sea,Sci-Fi,81.0,74.0,3134
Sunless Skies,Action Adventure,86.0,64.0,3135
Sunset,Modern,66.0,28.0,3136
Sunset Overdrive,General,81.0,78.0,3137
Sunset Overdrive and the Mystery of the Mooil Rig!,Action,65.0,72.0,3138
Super Beat Sports,Action,68.0,71.0,3139
Super Bomberman R,Puzzle,64.0,62.666666666666664,3140
Super Chariot,Action,76.0,73.0,3141
Super Cloudbuilt,Action Adventure,76.0,73.0,3142
Super Daryl Deluxe,Role-Playing,69.5,59.0,3143
Super Dungeon Bros,Action,48.0,20.0,3144
Super Exploding Zoo,Miscellaneous,69.0,49.0,3145
Super Hydorah,Action,82.0,64.0,3146
Super Little Acorns 3D Turbo,Action,77.0,70.0,3147
Super Lucky's Tale,2D,64.0,69.0,3148
Super Mario 3D Land,Action,90.0,84.0,3149
Super Mario 3D World,Platformer,93.0,89.0,3150
Super Mario Maker,Action,88.0,87.0,3151
Super Mario Maker for Nintendo 3DS,Action,73.0,65.0,3152
Super Mario Odyssey,Action,97.0,90.0,3153
Super Mario Party,Miscellaneous,76.0,75.0,3154
Super Meat Boy,Action,84.5,75.0,3155
Super Mega Baseball,Traditional,85.0,73.0,3156
Super Mega Baseball 2,Sports,81.0,71.0,3157
Super Mega Baseball: Extra Innings,Sports,80.0,71.0,3158
Super Monday Night Combat,Action,76.0,37.0,3159
Super Monkey Ball 3D,Action,55.0,55.0,3160
Super Monkey Ball: Banana Splitz,Miscellaneous,66.0,76.0,3161
Super Motherload,General,65.0,67.0,3162
Super One More Jump,Action,81.0,79.0,3163
Super Rude Bear Resurrection,Action,78.0,40.0,3164
Super Seducer: How to Talk to Girls,Adventure,35.0,63.0,3165
Super Smash Bros. Ultimate,Action,93.0,86.0,3166
Super Smash Bros. for Nintendo 3DS,Fighting,85.0,86.0,3167
Super Smash Bros. for Wii U,Action,92.0,89.0,3168
Super Stardust Delta,General,82.0,80.0,3169
Super Stardust Ultra,Action,74.0,72.0,3170
Super Stardust Ultra VR,Action,66.0,64.0,3171
Super Street Fighter IV: 3D Edition,Action,85.0,80.0,3172
Super Street Fighter IV: Arcade Edition,Action,84.0,77.0,3173
Super Time Force,Action,80.0,66.0,3174
Super Time Force Ultra,Action,80.0,65.0,3175
Super Toy Cars,Driving,56.0,64.0,3176
Super Ultra Dead Rising 3' Arcade Remix Hyper Edition EX Plus Alpha,Action,75.0,62.0,3177
SuperHyperCube,Puzzle,74.0,61.0,3178
Superbrothers: Sword & Sworcery EP,Adventure,83.0,64.0,3179
Superdimension Neptune VS Sega Hard Girls,Action,72.0,82.0,3180
Supreme League of Patriots,Adventure,56.0,46.0,3181
Supreme Ruler: Cold War,Strategy,63.0,68.0,3182
Surge Deluxe,Miscellaneous,77.0,70.0,3183
Surgeon Simulator 2013,Simulation,71.0,59.0,3184
Surgeon Simulator: Anniversary Edition,Simulation,56.0,51.0,3185
Surgeon Simulator: Experience Reality,Simulation,43.0,41.0,3186
Surviving Mars,Strategy,75.0,63.0,3187
Sushi Striker: The Way of Sushido,Puzzle,76.0,76.0,3188
SwapQuest,Action,64.0,70.0,3189
Sword Art Online Re: Hollow Fragment,Role-Playing,65.0,72.0,3190
Sword Art Online: Fatal Bullet,Action,65.66666666666667,72.66666666666667,3191
Sword Art Online: Hollow Fragment,Role-Playing,67.0,76.0,3192
Sword Art Online: Hollow Realization,Role-Playing,69.0,75.0,3193
Sword Art Online: Lost Song,Role-Playing,63.0,62.0,3194
Sword Coast Legends,Role-Playing,61.0,56.0,3195
Sword of the Stars II: Lords of Winter,Strategy,44.0,46.0,3196
Swords & Soldiers HD,Strategy,78.0,64.0,3197
Swords & Soldiers II,Strategy,75.0,83.0,3198
Syberia,Adventure,76.0,76.0,3199
Syberia 3,Modern,49.5,61.0,3200
Symphony,Miscellaneous,75.0,77.0,3201
Symphony of the Machine,Puzzle,64.0,48.0,3202
Syndicate (2012),Action,69.0,59.0,3203
Syndrome,Action,56.0,56.0,3204
System Shock: Enhanced Edition,Action Adventure,85.0,84.0,3205
TARTARUS,Adventure,59.0,66.0,3206
TASTEE: Lethal Tactics,Strategy,74.0,73.0,3207
TERA,Role-Playing,77.0,69.0,3208
TRI,General,74.0,75.0,3209
TRON RUN/r,Action,64.0,64.0,3210
TSIOQUE,Adventure,68.0,82.0,3211
TT Isle of Man,Racing,68.0,46.0,3212
TT Isle of Man: Ride On The Edge,Racing,67.5,71.0,3213
Table Mini Golf,Sports,56.0,53.0,3214
Table Top Racing,Driving,63.0,68.0,3215
Table Top Racing: World Tour,Racing,65.0,59.5,3216
Table Top Tanks,Miscellaneous,56.0,53.0,3217
Tachyon Project,Action,72.5,69.5,3218
Tacoma,Adventure,78.0,65.0,3219
Tactical Intervention,Tactical,47.0,59.0,3220
Taiko no Tatsujin: Drum 'n' Fun!,Action,78.0,81.0,3221
Take On Helicopters,Simulation,70.0,67.0,3222
Take On Mars,Sci-Fi,62.0,76.0,3223
Takedown: Red Sabre,Action,34.0,29.0,3224
Tales From Space: Mutant Blobs Attack,Action,86.0,83.0,3225
Tales From The Borderlands: Episode 1 - Zer0 Sum,Miscellaneous,82.0,81.66666666666667,3226
Tales From The Borderlands: Episode 2 - Atlas Mugged,Adventure,79.5,81.0,3227
Tales From The Borderlands: Episode 3 - Catch A Ride,Adventure,82.0,80.0,3228
Tales From The Borderlands: Episode 4 - Escape Plan Bravo,Adventure,78.5,80.5,3229
Tales From The Borderlands: Episode 5 - The Vault of the Traveler,Adventure,88.0,83.5,3230
Tales from the Borderlands: A Telltale Game Series,Adventure,85.5,83.0,3231
Tales of Berseria,Japanese-Style,79.5,66.5,3232
Tales of Hearts R,Role-Playing,76.0,81.0,3233
Tales of Vesperia: Definitive Edition,Role-Playing,81.33333333333333,76.33333333333333,3234
Tales of Zestiria,Role-Playing,72.0,72.0,3235
Tales of the Abyss,Role-Playing,75.0,78.0,3236
Tangledeep,Role-Playing,79.0,78.0,3237
Tank Troopers,Simulation,64.0,58.0,3238
Tank! Tank! Tank!,Action,45.0,57.0,3239
Tannenberg,Strategy,69.0,83.0,3240
Tappingo,Miscellaneous,64.0,64.0,3241
Tappingo 2,Miscellaneous,77.0,74.0,3242
Tearaway,General,87.0,89.0,3243
Tearaway Unfolded,Action Adventure,81.0,80.0,3244
Technobabylon,Adventure,82.0,77.0,3245
Teenage Mutant Ninja Turtles: Mutants in Manhattan,Action,49.5,57.5,3246
Tekken 3D Prime Edition,Action,64.0,60.0,3247
Tekken 7,Action,81.66666666666667,66.0,3248
Tekken Tag Tournament 2: Wii U Edition,Action,83.0,80.0,3249
Teleglitch: Die More Edition,Action,78.0,70.0,3250
Tembo the Badass Elephant,Action Adventure,70.33333333333333,70.0,3251
Tempest (2015),Simulation,60.0,65.0,3252
Tempest 4000,Action,75.0,58.0,3253
Temple of Yog,Action,54.0,69.0,3254
Tengami,Adventure,70.0,76.0,3255
Tenkai Knights: Brave Battle,Action,26.0,27.0,3256
Tennis World Tour,Sports,43.5,23.5,3257
Tennis in the Face,Puzzle,68.0,49.0,3258
Terraria,Action,84.0,82.5,3259
Tesla Effect: A Tex Murphy Adventure,Adventure,68.0,85.0,3260
Tesla vs Lovecraft,Action,73.33333333333333,68.33333333333333,3261
Teslagrad,Action,78.75,75.75,3262
Teslapunk,Action,70.0,66.0,3263
Test Drive Unlimited 2,Driving,72.0,57.0,3264
Tethered,Action,76.0,74.0,3265
Tetris 99,Puzzle,83.0,83.0,3266
Tetris Axis,Miscellaneous,74.0,69.0,3267
Tetris Effect,Puzzle,89.0,77.0,3268
Tetris Ultimate,Puzzle,63.5,41.0,3269
Tetrobot and Co.,Miscellaneous,74.5,80.5,3270
Tharsis,Miscellaneous,63.0,53.5,3271
"That Dragon, Cancer",General,78.0,60.0,3272
That's You!,Miscellaneous,70.0,71.0,3273
The 25th Ward: The Silver Case,Adventure,68.0,50.0,3274
The Adventure Pals,Action,76.33333333333333,71.66666666666667,3275
The Adventures of Tintin: The Game,Adventure,56.0,52.0,3276
The Age of Decadence,PC-style RPG,81.0,80.0,3277
The Alliance Alive,Role-Playing,74.0,81.0,3278
The Amazing Spider-Man,General,58.666666666666664,62.666666666666664,3279
The Amazing Spider-Man 2,Action,50.666666666666664,51.666666666666664,3280
The Aquatic Adventure of the Last Human,Action Adventure,76.0,65.0,3281
The Assembly,Miscellaneous,54.0,57.0,3282
The Asskickers,Action,31.0,40.0,3283
The Awesome Adventures of Captain Spirit,Action Adventure,77.33333333333333,73.33333333333333,3284
The Baconing,Action,63.0,52.0,3285
The Banner Saga,Role-Playing,78.33333333333333,79.33333333333333,3286
The Banner Saga 1,Strategy,80.0,81.0,3287
The Banner Saga 2,Strategy,81.25,80.5,3288
The Banner Saga 3,Strategy,83.5,78.0,3289
The Bard's Tale IV: Barrows Deep,Role-Playing,71.0,67.0,3290
The Beginner's Guide,Adventure,76.0,76.0,3291
The Binding of Isaac,Action,84.0,84.0,3292
The Binding of Isaac: Afterbirth,Action,85.0,82.0,3293
The Binding of Isaac: Afterbirth +,Action,85.0,81.0,3294
The Binding of Isaac: Rebirth,Horror,87.0,80.5,3295
The Blackwell Deception,Adventure,73.0,78.0,3296
The Blackwell Epiphany,General,83.0,77.0,3297
The Book of Unwritten Tales,Adventure,82.0,83.0,3298
The Book of Unwritten Tales 2,Adventure,74.0,70.0,3299
The Book of Unwritten Tales: Critter Chronicles,Adventure,73.0,68.0,3300
The Bridge (2013),Miscellaneous,74.0,76.0,3301
The Bug Butcher,Action,81.0,75.0,3302
The Bunker,Adventure,61.666666666666664,60.666666666666664,3303
The Bureau: XCOM Declassified,Action,66.0,65.0,3304
The Caligula Effect,Role-Playing,58.0,69.0,3305
The Caligula Effect: Overdose,Role-Playing,62.0,59.5,3306
The Castle Doctrine,Modern,58.0,69.0,3307
The Castle Game,Strategy,68.0,66.0,3308
The Cat Lady,Adventure,81.0,87.0,3309
The Cave,Action,72.0,72.0,3310
The Cave (2013),Action,68.0,76.0,3311
The Chaos Engine (2013),Action,40.0,76.0,3312
The Charnel House Trilogy,Adventure,68.0,56.0,3313
The Climb,Action Adventure,71.0,72.0,3314
The Coma: Recut,Action Adventure,62.0,62.0,3315
The Council,Adventure,73.0,71.0,3316
The Council - Episode 1: The Mad Ones,Adventure,75.66666666666667,73.66666666666667,3317
The Council - Episode 2: Hide and Seek,Adventure,68.5,67.5,3318
The Council - Episode 3: Ripples,Adventure,69.5,60.5,3319
The Council - Episode 4: Burning Bridges,Adventure,75.0,61.0,3320
The Council - Episode 5: Checkmate,Adventure,64.0,69.5,3321
The Count Lucanor,Action Adventure,75.0,74.5,3322
The Crew,GT / Street,65.33333333333333,57.666666666666664,3323
The Crew 2,Racing,66.33333333333333,48.0,3324
The Crew: Wild Run,Racing,73.0,64.0,3325
The Crow's Eye,Action Adventure,65.0,70.0,3326
The Cursed Crusade,Action Adventure,55.0,57.0,3327
The Dark Eye: Chains of Satinav,Adventure,75.0,77.0,3328
The Dark Eye: Demonicon,Role-Playing,61.0,66.0,3329
The Darkness II,Action,77.0,76.0,3330
The Darkside Detective,Adventure,78.0,76.5,3331
The Deadly Tower of Monsters,Action Adventure,72.5,74.0,3332
The Deer God,Action,39.0,36.0,3333
The Delusions of Von Sottendorff and His Squared Mind,Puzzle,64.0,68.0,3334
The Denpa Men 2: Beyond the Waves,Role-Playing,76.0,63.0,3335
The Denpa Men 3: The Rise of Digitoll,Role-Playing,75.0,77.0,3336
The Denpa Men: They Came By Wave,Role-Playing,78.0,72.0,3337
The Descendant,Adventure,61.0,74.0,3338
The Detail,Adventure,71.0,68.0,3339
The Disney Afternoon Collection,Miscellaneous,76.66666666666667,62.666666666666664,3340
The Dwarves,Role-Playing,59.666666666666664,55.0,3341
The Elder Scrolls Online,First-Person,71.0,58.0,3342
The Elder Scrolls Online: Morrowind,Role-Playing,76.0,60.666666666666664,3343
The Elder Scrolls Online: Summerset,Role-Playing,79.5,55.0,3344
The Elder Scrolls Online: Tamriel Unlimited,First-Person,75.5,80.0,3345
The Elder Scrolls V: Skyrim,Role-Playing,89.0,82.0,3346
The Elder Scrolls V: Skyrim - Dawnguard,Role-Playing,66.0,69.0,3347
The Elder Scrolls V: Skyrim Special Edition,Role-Playing,81.5,72.5,3348
The Elder Scrolls V: Skyrim VR,Role-Playing,79.0,74.0,3349
The Elder Scrolls: Legends,Miscellaneous,80.0,57.0,3350
The End Is Nigh,Action,82.0,78.0,3351
The Escapists,Action,72.0,66.66666666666667,3352
The Escapists 2,Action,75.25,68.5,3353
The Escapists: Complete Edition,Action,67.0,68.0,3354
The Escapists: The Walking Dead,Action,65.0,73.0,3355
The Eternal Castle Remastered,Adventure,73.0,62.0,3356
The Evil Within,Horror,74.0,70.33333333333333,3357
The Evil Within 2,Action Adventure,79.33333333333333,88.33333333333333,3358
The Evil Within: The Assignment,Action Adventure,80.0,82.0,3359
The Evil Within: The Consequence,Action Adventure,75.0,78.0,3360
The Evil Within: The Executioner,Action Adventure,59.0,60.0,3361
The Fall,Action,72.66666666666667,73.66666666666667,3362
The Fall Part 2: Unbound,Action Adventure,71.5,67.0,3363
The Fall of the Dungeon Guardians,Role-Playing,71.0,70.0,3364
The Fidelio Incident,Adventure,69.0,62.0,3365
The Final Station,Action Adventure,73.0,67.5,3366
The First Templar,Action Adventure,57.0,59.0,3367
The Flame in the Flood,Action Adventure,74.0,60.666666666666664,3368
The Flame in the Flood: Complete Edition,Action Adventure,76.0,60.0,3369
The Forest,Horror,80.5,70.5,3370
The Franz Kafka Videogame,Adventure,64.0,71.0,3371
The Gardens Between,Adventure,77.66666666666667,71.66666666666667,3372
The Golf Club,Traditional,66.66666666666667,59.666666666666664,3373
The Golf Club 2,Sports,72.5,63.0,3374
The Golf Club 2019 featuring PGA Tour,Sports,75.66666666666667,61.333333333333336,3375
The Guest,First-Person,68.0,70.0,3376
The Haunted: Hell's Reach,Action Adventure,51.0,77.0,3377
The Hong Kong Massacre,Action,69.5,59.5,3378
The Impossible Game,Action,64.0,74.0,3379
The Incredible Adventures of Van Helsing,Role-Playing,65.5,77.5,3380
The Incredible Adventures of Van Helsing II,Role-Playing,71.5,72.0,3381
The Incredible Adventures of Van Helsing III,Role-Playing,64.0,65.0,3382
The Incredible Adventures of Van Helsing: Extended Edition,Role-Playing,66.0,64.0,3383
The Incredible Adventures of Van Helsing: Final Cut,Role-Playing,79.0,74.0,3384
The Infectious Madness of Doctor Dekker,Adventure,62.0,22.0,3385
The Inner World,Adventure,74.5,50.5,3386
The Inner World: The Last Wind Monk,Adventure,79.0,74.0,3387
The Inpatient,Action Adventure,59.0,61.0,3388
The Jackbox Party Pack 5,Miscellaneous,78.0,80.0,3389
The Journey Down: Chapter One,Adventure,72.0,75.0,3390
The Journey Down: Chapter Two,Adventure,78.0,71.0,3391
The Keep,Role-Playing,77.0,79.0,3392
The King of Fighters XIV,Action,79.0,82.0,3393
The King's Bird,Action,67.0,58.0,3394
The LEGO Movie 2 Videogame,Action Adventure,60.0,19.0,3395
The LEGO Movie Videogame,Fantasy,69.33333333333333,68.66666666666667,3396
The LEGO NINJAGO Movie Video Game,Action Adventure,71.5,68.5,3397
The Last Door,Adventure,79.0,76.0,3398
The Last Door: Season 2,Adventure,85.0,73.0,3399
The Last Federation,Strategy,72.0,69.0,3400
The Last Guardian,Fantasy,82.0,80.0,3401
The Last Remnant Remastered,Role-Playing,70.0,62.0,3402
The Last Tinker: City of Colors,Action,69.0,64.5,3403
The Last of Us Remastered,Action Adventure,95.0,91.0,3404
The Legend of Heroes: Trails in the Sky SC,Console-style RPG,80.0,86.0,3405
The Legend of Heroes: Trails in the Sky the 3rd,Role-Playing,83.0,77.0,3406
The Legend of Heroes: Trails of Cold Steel,Role-Playing,79.33333333333333,85.33333333333333,3407
The Legend of Heroes: Trails of Cold Steel II,Role-Playing,80.0,84.0,3408
The Legend of Korra,Action Adventure,55.666666666666664,67.66666666666667,3409
The Legend of Legacy,Role-Playing,67.0,71.0,3410
The Legend of Zelda: A Link Between Worlds,Action RPG,91.0,90.0,3411
The Legend of Zelda: Breath of the Wild,Action Adventure,96.5,83.5,3412
The Legend of Zelda: Breath of the Wild - The Champions' Ballad,Action Adventure,81.0,82.0,3413
The Legend of Zelda: Breath of the Wild - The Master Trials,Action Adventure,78.0,74.0,3414
The Legend of Zelda: Majora's Mask 3D,Fantasy,89.0,89.0,3415
The Legend of Zelda: Ocarina of Time 3D,Miscellaneous,94.0,90.0,3416
The Legend of Zelda: The Wind Waker HD,Action Adventure,90.0,89.0,3417
The Legend of Zelda: Tri Force Heroes,Action Adventure,73.0,75.0,3418
The Legend of Zelda: Twilight Princess HD,Action Adventure,86.0,85.0,3419
The Liar Princess and the Blind Prince,Action,70.5,67.0,3420
The Lion's Song,Adventure,79.0,77.5,3421
The Little Acre,Action Adventure,68.0,70.66666666666667,3422
The Long Dark,Simulation,75.66666666666667,77.66666666666667,3423
The Long Journey Home,Action Adventure,68.0,72.0,3424
The Long Reach,Action Adventure,58.0,56.0,3425
The Longest Five Minutes,Role-Playing,67.0,60.0,3426
The Lord of the Rings: War in the North,Role-Playing,66.0,71.0,3427
The Lost Child,Role-Playing,62.0,57.5,3428
The Lost Chronicles of Zerzura,Adventure,76.0,69.0,3429
The Mage's Tale,Adventure,71.5,65.5,3430
The Magic Circle,Adventure,79.0,71.0,3431
The Magic Circle: Gold Edition,Adventure,76.0,71.0,3432
The Marvellous Miss Take,Adventure,69.0,64.0,3433
The Masterplan,Action,68.0,74.0,3434
The Messenger,Action,83.66666666666667,74.33333333333333,3435
The Metronomicon,Action,79.0,71.0,3436
The Metronomicon: Slay the Dance Floor,Action,79.0,70.0,3437
The Mighty Quest for Epic Loot,Action Adventure,64.0,56.0,3438
The Missing: JJ Macfield and the Island of Memories,Action,79.66666666666667,60.666666666666664,3439
The Mummy Demastered,Action,75.0,72.5,3440
The Muppets: Movie Adventures,Action,48.0,65.0,3441
The Mysterious Cities of Gold: Secret Paths,Miscellaneous,60.0,65.0,3442
The Next Big Thing,Adventure,75.0,77.0,3443
The Next Penelope,Action,79.0,75.0,3444
The Night of the Rabbit,Adventure,75.0,75.0,3445
The Novelist,Miscellaneous,66.0,60.0,3446
The Occupation,Adventure,67.0,37.333333333333336,3447
The Old City: Leviathan,First-Person,62.0,56.0,3448
The Order: 1886,General,63.0,66.0,3449
The Park,Action Adventure,61.0,61.0,3450
The Peanuts Movie: Snoopy's Grand Adventure,Action,60.0,50.0,3451
The Perils of Man,Adventure,61.0,74.0,3452
The Persistence,Adventure,78.0,81.0,3453
The Pinball Arcade,Action,82.0,68.0,3454
The Political Machine 2012,Strategy,54.0,67.0,3455
The Quiet Man,Action Adventure,29.0,23.0,3456
The Raven Remastered,Adventure,72.0,48.0,3457
The Raven: Legacy of a Master Thief,Adventure,74.0,68.0,3458
The Raven: Legacy of a Master Thief - A Murder of Ravens,Adventure,65.0,45.0,3459
The Raven: Legacy of a Master Thief - Ancestry of Lies,Adventure,63.0,50.0,3460
The Red Solstice,Action,74.0,74.0,3461
The Red Strings Club,Adventure,80.0,76.0,3462
The Room,Adventure,74.0,75.0,3463
The Secret World,Role-Playing,74.0,83.0,3464
The Seven Deadly Sins: Knights of Britannia,Action,55.0,59.0,3465
The Sexy Brutale,Adventure,78.25,68.5,3466
The Showdown Effect,Action,67.0,70.0,3467
The Signal From Tolva,Adventure,69.0,65.0,3468
The Silver Case,Adventure,64.0,69.0,3469
The Sims 3,Simulation,52.0,31.0,3470
The Sims 3 Seasons,Simulation,73.0,75.0,3471
The Sims 3 Supernatural,Simulation,74.0,63.0,3472
The Sims 3: Generations,Simulation,70.0,37.0,3473
The Sims 3: Into the Future,Simulation,80.0,54.0,3474
The Sims 3: Island Paradise,Simulation,73.0,58.0,3475
The Sims 3: Pets,Simulation,79.0,61.0,3476
The Sims 3: Showtime,Simulation,67.0,53.0,3477
The Sims 3: University Life,Simulation,72.0,70.0,3478
The Sims 4,Virtual Life,67.33333333333333,35.0,3479
The Sims 4: Cats & Dogs,Simulation,80.0,43.0,3480
The Sims 4: City Living,Simulation,78.0,58.0,3481
The Sims 4: Get Famous,Simulation,77.0,59.0,3482
The Sims 4: Get Together,Simulation,72.0,73.0,3483
The Sims 4: Get to Work,Simulation,73.0,59.0,3484
The Sims 4: Outdoor Retreat,Simulation,66.0,60.0,3485
The Sims 4: Seasons,Simulation,81.0,63.0,3486
The Sims Medieval,Simulation,77.0,60.0,3487
The Sims Medieval: Pirates & Nobles,Simulation,67.0,47.0,3488
The Sly Collection,Miscellaneous,80.0,78.0,3489
The Solus Project,Action,66.5,66.0,3490
The Spectrum Retreat,Adventure,68.5,56.0,3491
The Stanley Parable,Action,88.0,80.0,3492
The Starship Damrey,Adventure,58.0,69.0,3493
The Station,Adventure,65.66666666666667,69.66666666666667,3494
The Surge,Role-Playing,73.0,69.66666666666667,3495
The Swapper,Action,85.0,81.0,3496
The Swindle,Action,71.5,55.5,3497
The Swords of Ditto,Role-Playing,74.0,66.5,3498
The Talos Principle,Sci-Fi,86.5,84.0,3499
The Talos Principle: Road To Gehenna,Adventure,82.0,77.0,3500
The Technomancer,Role-Playing,61.333333333333336,68.66666666666667,3501
The Testament of Sherlock Holmes,Adventure,73.0,79.0,3502
The Textorcist: The Story of Ray Bibbia,Action Adventure,75.0,70.0,3503
The Thin Silence,Adventure,67.0,73.0,3504
The Tiny Bang Story,Adventure,63.0,72.0,3505
The Tomorrow Children,Sci-Fi,54.0,58.0,3506
The Town of Light,Adventure,63.666666666666664,66.33333333333333,3507
The Turing Test,Action,77.0,71.0,3508
The Typing of the Dead: Overkill,Action,71.0,77.0,3509
The Vanishing of Ethan Carter,Miscellaneous,80.0,78.66666666666667,3510
The Walking Dead: 400 Days,Action,78.0,76.0,3511
The Walking Dead: A Telltale Games Series,Compilation,89.0,87.0,3512
The Walking Dead: A Telltale Games Series - The Complete First Season,Miscellaneous,82.0,86.0,3513
The Walking Dead: Episode 1 - A New Day,Action,82.0,84.0,3514
The Walking Dead: Episode 2 - Starved for Help,Miscellaneous,84.0,86.0,3515
The Walking Dead: Episode 3 - Long Road Ahead,Miscellaneous,85.0,84.0,3516
The Walking Dead: Episode 4 - Around Every Corner,Miscellaneous,80.0,85.0,3517
The Walking Dead: Episode 5 - No Time Left,Miscellaneous,89.0,88.0,3518
The Walking Dead: Michonne - A Telltale Miniseries,Adventure,67.0,63.0,3519
The Walking Dead: Michonne - Episode 1: In Too Deep,Adventure,68.0,66.66666666666667,3520
The Walking Dead: Michonne - Episode 2: Give No Shelter,Adventure,66.0,61.0,3521
The Walking Dead: Michonne - Episode 3: What We Deserve,Adventure,73.5,71.5,3522
The Walking Dead: Season Two - A Telltale Games Series,Action,80.0,83.0,3523
The Walking Dead: Season Two Episode 1 - All That Remains,General,78.0,85.0,3524
The Walking Dead: Season Two Episode 2 - A House Divided,General,81.0,85.0,3525
The Walking Dead: Season Two Episode 3 - In Harm's Way,General,81.0,83.0,3526
The Walking Dead: Season Two Episode 4 - Amid the Ruins,General,78.0,81.0,3527
The Walking Dead: Season Two Episode 5 - No Going Back,General,78.0,84.0,3528
The Walking Dead: Survival Instinct,Action,38.0,26.0,3529
The Walking Dead: The Telltale Series - A New Frontier,Action,69.0,63.0,3530
The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,Action,79.66666666666667,67.66666666666667,3531
The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,Action,79.33333333333333,66.66666666666667,3532
The Walking Dead: The Telltale Series - A New Frontier Episode 3: Above the Law,Adventure,71.5,54.0,3533
The Walking Dead: The Telltale Series - A New Frontier Episode 4: Thicker than Water,Adventure,66.5,51.0,3534
The Walking Dead: The Telltale Series - A New Frontier Episode 5: From The Gallows,Adventure,69.0,62.0,3535
The Walking Dead: The Telltale Series - The Final Season Episode 1: Done Running,Adventure,74.33333333333333,73.33333333333333,3536
The Walking Dead: The Telltale Series - The Final Season Episode 2: Suffer the Children,Adventure,70.0,68.0,3537
The Walking Dead: The Telltale Series - The Final Season Episode 3: Broken Toys,Adventure,76.0,71.5,3538
The Walking Dead: The Telltale Series - The Final Season Episode 4: Take Us Back,Adventure,76.5,79.5,3539
The Wardrobe,Adventure,72.0,71.0,3540
The Warlock of Firetop Mountain,Role-Playing,70.0,72.0,3541
The Way,Action,67.0,74.0,3542
The Way Remastered,Action,63.0,69.0,3543
The Weaponographist,Action,58.0,69.0,3544
The Westport Independent,Strategy,63.0,58.0,3545
The Witch and the Hundred Knight 2,Role-Playing,61.0,62.0,3546
The Witch and the Hundred Knight: Revival Edition,Role-Playing,63.0,67.0,3547
The Witcher 2: Assassins of Kings,Role-Playing,88.0,85.0,3548
The Witcher 3: Wild Hunt,Action RPG,92.0,92.66666666666667,3549
The Witcher 3: Wild Hunt - Blood and Wine,Role-Playing,91.5,90.5,3550
The Witcher 3: Wild Hunt - Hearts of Stone,Role-Playing,89.5,89.5,3551
The Witcher Adventure Game,Adventure,68.0,60.0,3552
The Witness,Miscellaneous,86.66666666666667,69.0,3553
The Wizards: Enhanced Edition,Action,71.0,61.0,3554
The Wolf Among Us,Action Adventure,80.0,88.0,3555
The Wolf Among Us: Episode 1 - Faith,Action Adventure,85.0,89.0,3556
The Wolf Among Us: Episode 2 - Smoke and Mirrors,Fantasy,76.0,83.0,3557
The Wolf Among Us: Episode 3 - A Crooked Mile,Fantasy,82.0,86.0,3558
The Wolf Among Us: Episode 4 - In Sheep's Clothing,Fantasy,75.0,82.0,3559
The Wolf Among Us: Episode 5 - Cry Wolf,Fantasy,84.0,88.0,3560
The Wonderful 101,Action,78.0,86.0,3561
The World Ends with You: Final Remix,Role-Playing,77.0,75.0,3562
The Yawhg,Adventure,66.0,76.0,3563
Thea: The Awakening,Strategy,73.0,86.0,3564
Theatre of War 3: Korea,Strategy,49.0,55.0,3565
Theatrhythm Final Fantasy,Action,78.0,78.0,3566
Theatrhythm Final Fantasy: Curtain Call,Action,83.0,90.0,3567
There Came an Echo,Sci-Fi,58.0,57.0,3568
Theseus,Action Adventure,56.0,64.0,3569
They Bleed Pixels,Action,74.0,75.0,3570
Thief,Fantasy,68.66666666666667,60.0,3571
Thimbleweed Park,Adventure,84.0,78.25,3572
Thirty Flights of Loving,Adventure,88.0,50.0,3573
This Is the Police,Simulation,64.5,71.0,3574
This War of Mine,Action,83.0,84.0,3575
This War of Mine: Complete Edition,Strategy,80.0,79.0,3576
This War of Mine: The Little Ones,Strategy,78.0,75.0,3577
This is the Police,Simulation,66.0,70.0,3578
This is the Police 2,Simulation,62.0,61.0,3579
Thomas Was Alone,Action,77.5,74.0,3580
Thor: God of Thunder,Action,55.0,42.0,3581
Three Fourths Home,Adventure,77.0,56.0,3582
Three Fourths Home: Extended Edition,Adventure,64.0,31.0,3583
Thronebreaker: The Witcher Tales,Role-Playing,83.0,75.33333333333333,3584
Through the Woods,General,64.5,64.5,3585
Thumper,Action,85.0,69.5,3586
Thunder Wolves,Action,69.0,71.0,3587
Time Carnage,Action,54.0,37.0,3588
Time Machine VR,Adventure,58.0,84.0,3589
Time Recoil,Action,70.0,68.0,3590
